CustomerKey,Region,Model,IncomeGroup,FreqBuy
27879,Pacific,Sport-100,Low,1
27881,Europe,Sport-100,Low,1
27886,Europe,Sport-100,Low,1
27889,Europe,Sport-100,Low,1
27891,Europe,Sport-100,Low,1
27892,Europe,Sport-100,Low,1
27895,Europe,Sport-100,Low,1
27899,Europe,Sport-100,Low,1
27912,North America,Sport-100,Moderate,1
27915,North America,Sport-100,Moderate,1
27916,North America,Sport-100,Moderate,1
27920,North America,Sport-100,High,1
27922,North America,Sport-100,High,1
27925,Europe,Sport-100,High,1
27935,Europe,Sport-100,Moderate,1
27938,Europe,Sport-100,High,1
27954,Europe,Sport-100,High,1
27958,Europe,Sport-100,High,1
27969,Pacific,Sport-100,High,1
27990,North America,Sport-100,Low,1
27999,North America,Sport-100,Moderate,1
28001,North America,Sport-100,Moderate,1
28007,North America,Sport-100,Moderate,1
28010,North America,Sport-100,Moderate,1
28023,North America,Sport-100,Moderate,1
28029,North America,Sport-100,Moderate,1
28031,North America,Sport-100,High,1
28060,North America,Sport-100,Moderate,1
28061,North America,Sport-100,High,1
28065,North America,Sport-100,High,1
28066,North America,Sport-100,High,1
28067,North America,Sport-100,High,1
28068,North America,Sport-100,High,1
28070,North America,Sport-100,High,1
28076,North America,Sport-100,High,1
28078,North America,Sport-100,High,1
28079,North America,Sport-100,High,1
28084,North America,Sport-100,High,1
28091,Pacific,Sport-100,Low,1
28098,Pacific,Sport-100,Low,1
28099,North America,Sport-100,High,1
28102,Pacific,Sport-100,Low,1
28118,Pacific,Sport-100,High,1
28119,Pacific,Sport-100,High,1
28131,North America,Sport-100,High,1
28133,Pacific,Sport-100,High,1
28134,Pacific,Sport-100,High,1
28140,Pacific,Sport-100,High,1
28146,North America,Sport-100,High,1
28156,North America,Sport-100,High,1
28158,North America,Sport-100,High,1
28160,North America,Sport-100,High,1
28174,North America,Sport-100,Moderate,1
28187,North America,Sport-100,Moderate,1
28190,North America,Sport-100,High,1
28191,North America,Sport-100,High,1
28195,North America,Sport-100,High,1
28213,Pacific,Sport-100,High,1
28219,Pacific,Sport-100,High,1
28225,North America,Sport-100,High,1
28227,North America,Sport-100,High,1
28236,North America,Sport-100,High,1
28243,North America,Sport-100,High,1
28263,North America,Sport-100,High,1
28264,North America,Sport-100,High,1
28265,North America,Sport-100,High,1
28268,North America,Sport-100,High,1
28272,North America,Sport-100,High,1
28275,North America,Sport-100,High,1
28276,North America,Sport-100,Moderate,1
28283,North America,Sport-100,High,1
28285,North America,Sport-100,High,1
28291,North America,Sport-100,High,1
28296,North America,Sport-100,High,1
28303,Pacific,Sport-100,Moderate,1
28349,Pacific,Sport-100,Moderate,1
28351,Pacific,Sport-100,Moderate,1
28367,Europe,Sport-100,Low,1
28368,Europe,Sport-100,Low,1
28370,Europe,Sport-100,Low,1
28384,Europe,Sport-100,Low,1
28385,Europe,Sport-100,Low,1
28386,Europe,Sport-100,Low,1
28387,Europe,Sport-100,Low,1
28393,Europe,Sport-100,Moderate,1
28394,Europe,Sport-100,Moderate,1
28396,Europe,Sport-100,Moderate,1
28398,Europe,Sport-100,Low,1
28405,Europe,Sport-100,Moderate,1
28418,Europe,Sport-100,Moderate,1
28419,Europe,Sport-100,Moderate,1
28425,Europe,Sport-100,Low,1
28426,Europe,Sport-100,Low,1
28438,Europe,Sport-100,Low,1
28439,Europe,Sport-100,Low,1
28469,Europe,Sport-100,Low,1
28489,Europe,Sport-100,Low,1
28500,Europe,Sport-100,Low,1
28501,Europe,Sport-100,Low,1
28502,Europe,Sport-100,Low,1
28505,Europe,Sport-100,Low,1
28506,Europe,Sport-100,Moderate,1
28507,Europe,Sport-100,Low,1
28508,Europe,Sport-100,Low,1
28509,Europe,Sport-100,Low,1
28513,Europe,Sport-100,Low,1
28520,Europe,Sport-100,Moderate,1
28521,Europe,Sport-100,Moderate,1
28525,Europe,Sport-100,Low,1
28526,Europe,Sport-100,Low,1
28530,Europe,Sport-100,Low,1
28554,Europe,Sport-100,Moderate,1
28556,Europe,Sport-100,Moderate,1
28557,Europe,Sport-100,Moderate,1
28558,Europe,Sport-100,Low,1
28569,Europe,Sport-100,Moderate,1
28576,North America,Sport-100,High,1
28578,North America,Sport-100,High,1
28582,North America,Sport-100,Low,1
28585,North America,Sport-100,Low,1
28591,North America,Sport-100,Low,1
28592,North America,Sport-100,Low,1
28593,North America,Sport-100,Low,1
28622,North America,Sport-100,Moderate,1
28634,North America,Sport-100,Moderate,1
28665,North America,Sport-100,High,1
28677,North America,Sport-100,High,1
28684,Europe,Sport-100,Low,1
28686,Europe,Sport-100,Low,1
28691,Europe,Sport-100,Low,1
28693,Europe,Sport-100,Low,1
28695,Europe,Sport-100,Moderate,1
28696,Europe,Sport-100,Moderate,1
28699,Europe,Sport-100,Low,1
28701,Europe,Sport-100,Moderate,1
28702,Europe,Sport-100,Moderate,1
28703,Europe,Sport-100,Moderate,1
28704,Europe,Sport-100,Moderate,1
28705,Europe,Sport-100,Low,1
28713,Europe,Sport-100,Moderate,1
28715,Pacific,Sport-100,Moderate,1
28721,Pacific,Sport-100,Moderate,1
28732,Europe,Sport-100,Moderate,1
28734,Europe,Sport-100,Moderate,1
28738,Europe,Sport-100,Low,1
28741,Europe,Sport-100,Moderate,1
28742,Europe,Sport-100,Moderate,1
28750,Europe,Sport-100,Moderate,1
28751,Europe,Sport-100,Moderate,1
28752,Europe,Sport-100,Moderate,1
28754,Europe,Sport-100,Low,1
28756,Europe,Sport-100,Moderate,1
28759,Europe,Sport-100,Moderate,1
28784,North America,Sport-100,Low,1
28811,North America,Sport-100,Moderate,1
28863,North America,Sport-100,Moderate,1
28873,North America,Sport-100,High,1
28875,Europe,Sport-100,High,1
28879,Europe,Sport-100,High,1
28883,Europe,Sport-100,High,1
28886,Europe,Sport-100,High,1
28887,Europe,Sport-100,High,1
28888,Europe,Sport-100,High,1
28891,Europe,Sport-100,High,1
28897,Europe,Sport-100,High,1
28899,Europe,Sport-100,High,1
28910,Europe,Sport-100,High,1
28932,Pacific,Sport-100,High,1
28934,Pacific,Sport-100,High,1
28943,Pacific,Sport-100,High,1
28960,Pacific,Sport-100,High,1
28965,North America,Sport-100,Moderate,1
28970,North America,Sport-100,Moderate,1
28972,North America,Sport-100,Moderate,1
28978,North America,Sport-100,Moderate,1
28983,North America,Sport-100,Moderate,1
29001,North America,Sport-100,High,1
29018,North America,Sport-100,Moderate,1
29022,North America,Sport-100,Moderate,1
29027,North America,Sport-100,High,1
29030,North America,Sport-100,High,1
29031,North America,Sport-100,High,1
29050,North America,Sport-100,Moderate,1
29077,North America,Sport-100,High,1
29078,North America,Sport-100,High,1
29080,Pacific,Sport-100,Low,1
29085,Pacific,Sport-100,Low,1
29095,Pacific,Sport-100,Low,1
29096,Pacific,Sport-100,Moderate,1
29098,Pacific,Sport-100,Moderate,1
29100,Pacific,Sport-100,Moderate,1
29122,Pacific,Sport-100,High,1
29133,North America,Sport-100,Moderate,1
29161,North America,Sport-100,Moderate,1
29187,Pacific,Sport-100,Moderate,1
29193,Pacific,Sport-100,High,1
29199,North America,Sport-100,Moderate,1
29215,North America,Sport-100,High,1
29223,North America,Sport-100,High,1
29226,North America,Sport-100,Moderate,1
29227,North America,Sport-100,High,1
29229,North America,Sport-100,High,1
29231,North America,Sport-100,High,1
29233,North America,Sport-100,High,1
29237,North America,Sport-100,High,1
29242,North America,Sport-100,High,1
29243,North America,Sport-100,High,1
29246,North America,Sport-100,High,1
29260,North America,Sport-100,High,1
29262,North America,Sport-100,Moderate,1
29263,North America,Sport-100,High,1
29272,North America,Sport-100,High,1
29273,North America,Sport-100,High,1
29278,North America,Sport-100,High,1
29296,Pacific,Sport-100,High,1
29297,Pacific,Sport-100,Moderate,1
29325,North America,Sport-100,Moderate,1
29330,North America,Sport-100,Moderate,1
29331,Pacific,Sport-100,Low,1
29338,Pacific,Sport-100,Moderate,1
29341,North America,Sport-100,Low,1
29342,Pacific,Sport-100,Low,1
29345,Pacific,Sport-100,Moderate,1
29348,North America,Sport-100,Moderate,1
29349,North America,Sport-100,Moderate,1
29353,North America,Sport-100,Moderate,1
29359,Europe,Sport-100,Moderate,1
29362,Europe,Sport-100,Low,1
29363,Europe,Sport-100,Low,1
29366,Europe,Sport-100,Moderate,1
29367,Europe,Sport-100,Moderate,1
29371,Europe,Sport-100,Low,1
29381,Europe,Sport-100,Low,1
29406,Europe,Sport-100,Low,1
29429,Europe,Sport-100,Low,1
29441,Europe,Sport-100,Low,1
29458,Pacific,Sport-100,Low,1
29461,Pacific,Sport-100,Low,1
29462,Pacific,Sport-100,Low,1
29465,Pacific,Sport-100,Low,1
29470,Europe,Sport-100,Low,1
29480,Europe,Sport-100,Low,1
11019,North America,Touring Tire,Moderate,1
11026,Pacific,Touring Tire,Low,1
11027,Pacific,Touring Tire,Low,1
11039,Pacific,Touring Tire,Low,1
11111,Pacific,Touring Tire,Moderate,1
11120,Pacific,Touring Tire,Moderate,1
11126,Pacific,Touring Tire,Low,1
11175,North America,Touring Tire,High,1
11200,North America,Touring Tire,High,1
11203,North America,Touring Tire,Moderate,1
11241,Europe,Touring Tire,High,1
11245,Europe,Touring Tire,High,1
11249,Europe,Touring Tire,High,1
11262,North America,Touring Tire,High,1
18127,Europe,Sport-100,High,1
18134,Europe,Sport-100,High,1
18136,Europe,Sport-100,High,1
18156,Europe,Sport-100,High,1
18157,Europe,Sport-100,High,1
18160,Europe,Sport-100,High,1
18163,Europe,Sport-100,High,1
18164,Europe,Sport-100,High,1
18165,Europe,Sport-100,High,1
18167,Europe,Sport-100,High,1
18172,Europe,Sport-100,High,1
18175,Europe,Sport-100,High,1
18176,Europe,Sport-100,High,1
18184,Europe,Sport-100,High,1
18186,Europe,Sport-100,High,1
18188,Pacific,Sport-100,Moderate,1
18224,North America,Sport-100,High,1
18232,North America,Sport-100,High,1
18235,North America,Sport-100,High,1
18256,Pacific,Sport-100,Moderate,1
18262,Pacific,Sport-100,Moderate,1
18263,Pacific,Sport-100,Moderate,1
18264,Pacific,Sport-100,Moderate,1
18265,Pacific,Sport-100,Moderate,1
18266,Pacific,Sport-100,Moderate,1
18268,Pacific,Sport-100,Moderate,1
18271,Pacific,Sport-100,High,1
18276,Pacific,Sport-100,Moderate,1
18277,Pacific,Sport-100,Moderate,1
18278,Pacific,Sport-100,Moderate,1
18279,Pacific,Sport-100,Moderate,1
18281,Pacific,Sport-100,Moderate,1
18283,Pacific,Sport-100,High,1
18285,Pacific,Sport-100,Moderate,1
18286,Pacific,Sport-100,Moderate,1
18305,Pacific,Sport-100,Moderate,1
18318,North America,Sport-100,Moderate,1
18323,North America,Sport-100,Moderate,1
18324,North America,Sport-100,Moderate,1
18336,Pacific,Sport-100,Moderate,1
18338,Pacific,Sport-100,Moderate,1
18340,North America,Sport-100,Moderate,1
18343,North America,Sport-100,Moderate,1
18347,North America,Sport-100,Low,1
18350,North America,Sport-100,Moderate,1
18372,North America,Sport-100,Moderate,1
18375,North America,Sport-100,High,1
18376,North America,Sport-100,High,1
18377,North America,Sport-100,High,1
18389,North America,Sport-100,High,1
18400,North America,Sport-100,High,1
18414,North America,Sport-100,Moderate,1
18416,North America,Sport-100,High,1
18417,North America,Sport-100,High,1
18419,North America,Sport-100,High,1
18422,North America,Sport-100,High,1
18433,North America,Sport-100,High,1
18435,North America,Sport-100,High,1
18443,Pacific,Sport-100,Low,1
18448,North America,Sport-100,Moderate,1
18449,North America,Sport-100,Moderate,1
18455,North America,Sport-100,Moderate,1
18457,Pacific,Sport-100,Low,1
18458,Pacific,Sport-100,Low,1
18474,North America,Sport-100,Moderate,1
18479,North America,Sport-100,High,1
18492,Pacific,Sport-100,High,1
18497,North America,Sport-100,High,1
18500,North America,Sport-100,Moderate,1
18502,North America,Sport-100,Moderate,1
18507,North America,Sport-100,Moderate,1
18525,North America,Sport-100,Moderate,1
18529,North America,Sport-100,Moderate,1
18540,North America,Sport-100,High,1
18543,North America,Sport-100,Moderate,1
18550,North America,Sport-100,Moderate,1
18559,North America,Sport-100,Moderate,1
18565,North America,Sport-100,Moderate,1
18581,North America,Sport-100,High,1
18597,North America,Sport-100,Moderate,1
18605,North America,Sport-100,Moderate,1
18609,North America,Sport-100,Moderate,1
18611,North America,Sport-100,High,1
18619,Europe,Sport-100,Moderate,1
18622,Europe,Sport-100,Low,1
18626,Europe,Sport-100,Moderate,1
18630,Europe,Sport-100,Low,1
18633,Europe,Sport-100,Low,1
18638,North America,Sport-100,Moderate,1
18642,North America,Sport-100,Moderate,1
18646,North America,Sport-100,Moderate,1
18647,North America,Sport-100,Low,1
18655,North America,Sport-100,Moderate,1
18662,North America,Sport-100,Low,1
18680,North America,Sport-100,Moderate,1
18705,Pacific,Sport-100,High,1
18715,Pacific,Sport-100,Moderate,1
18732,Pacific,Sport-100,Low,1
18741,Pacific,Sport-100,Low,1
18748,Pacific,Sport-100,Low,1
18749,North America,Sport-100,Low,1
18762,North America,Sport-100,Moderate,1
18778,North America,Sport-100,Low,1
18788,North America,Sport-100,High,1
18794,North America,Sport-100,Moderate,1
18801,North America,Sport-100,Moderate,1
18804,North America,Sport-100,Moderate,1
18806,North America,Sport-100,Moderate,1
18812,North America,Sport-100,High,1
18819,North America,Sport-100,High,1
18824,North America,Sport-100,High,1
18826,North America,Sport-100,High,1
18827,North America,Sport-100,High,1
18829,North America,Sport-100,High,1
18831,North America,Sport-100,High,1
18838,North America,Sport-100,High,1
18850,North America,Sport-100,High,1
18856,North America,Sport-100,Moderate,1
18857,North America,Sport-100,Moderate,1
18858,North America,Sport-100,Moderate,1
18860,North America,Sport-100,High,1
18862,North America,Sport-100,High,1
18869,North America,Sport-100,Moderate,1
18883,North America,Sport-100,Moderate,1
18905,North America,Sport-100,High,1
18911,North America,Sport-100,Low,1
18927,North America,Sport-100,Moderate,1
18944,North America,Sport-100,Moderate,1
18947,North America,Sport-100,High,1
18950,North America,Sport-100,High,1
18961,North America,Sport-100,High,1
17580,North America,Sport-100,High,1
17581,North America,Sport-100,High,1
17584,North America,Sport-100,High,1
17594,North America,Sport-100,High,1
17595,North America,Sport-100,Moderate,1
17598,North America,Sport-100,Moderate,1
17604,North America,Sport-100,High,1
17612,North America,Sport-100,High,1
17613,North America,Sport-100,High,1
17618,North America,Sport-100,Moderate,1
17619,North America,Sport-100,Moderate,1
17632,Europe,Sport-100,Moderate,1
17636,Europe,Sport-100,Low,1
17638,Europe,Sport-100,Low,1
17643,Europe,Sport-100,Low,1
17647,Europe,Sport-100,Moderate,1
17648,Europe,Sport-100,Moderate,1
17650,Europe,Sport-100,Moderate,1
17651,Europe,Sport-100,Moderate,1
17665,North America,Sport-100,Low,1
17666,North America,Sport-100,Moderate,1
17667,North America,Sport-100,Moderate,1
17674,North America,Sport-100,Low,1
17677,North America,Sport-100,Moderate,1
17678,North America,Sport-100,Moderate,1
17679,North America,Sport-100,Moderate,1
17680,North America,Sport-100,Moderate,1
17681,North America,Sport-100,Moderate,1
17686,North America,Sport-100,Moderate,1
17687,North America,Sport-100,Moderate,1
17696,North America,Sport-100,Moderate,1
17706,Europe,Sport-100,Low,1
17710,Europe,Sport-100,Low,1
17711,Europe,Sport-100,Low,1
17733,Pacific,Sport-100,Low,1
17736,Pacific,Sport-100,Low,1
17749,Europe,Sport-100,Low,1
17779,Europe,Sport-100,Moderate,1
17792,Europe,Sport-100,Moderate,1
17797,Europe,Sport-100,Low,1
17807,Europe,Sport-100,Low,1
17808,Europe,Sport-100,Low,1
17516,North America,Sport-100,High,1
17517,North America,Sport-100,High,1
17522,Pacific,Sport-100,High,1
17533,North America,Sport-100,Moderate,1
17536,North America,Sport-100,High,1
17549,North America,Sport-100,Moderate,1
17559,North America,Sport-100,Moderate,1
17560,North America,Sport-100,Moderate,1
17561,North America,Sport-100,Moderate,1
17564,North America,Sport-100,Moderate,1
17566,North America,Sport-100,Moderate,1
17572,North America,Sport-100,Moderate,1
17573,North America,Sport-100,Moderate,1
17575,North America,Sport-100,Moderate,1
17577,North America,Sport-100,Moderate,1
17197,Europe,Sport-100,High,1
17202,Europe,Sport-100,High,1
17203,Europe,Sport-100,High,1
17204,Europe,Sport-100,High,1
17205,Europe,Sport-100,High,1
17207,Europe,Sport-100,High,1
17209,Europe,Sport-100,High,1
17210,Europe,Sport-100,High,1
17213,Europe,Sport-100,High,1
17216,Europe,Sport-100,High,1
17117,North America,Sport-100,Moderate,1
17126,North America,Sport-100,High,1
17134,North America,Sport-100,High,1
17135,North America,Sport-100,High,1
17141,North America,Sport-100,High,1
17146,North America,Sport-100,Moderate,1
17176,North America,Sport-100,High,1
17304,Pacific,Sport-100,Moderate,1
17305,Pacific,Sport-100,Moderate,1
17311,Pacific,Sport-100,High,1
17314,Pacific,Sport-100,High,1
17316,Pacific,Sport-100,Moderate,1
17317,Pacific,Sport-100,High,1
17320,Pacific,Sport-100,High,1
17321,Pacific,Sport-100,High,1
17324,Pacific,Sport-100,High,1
17328,Pacific,Sport-100,High,1
17333,Pacific,Sport-100,High,1
17345,North America,Sport-100,Moderate,1
17347,North America,Sport-100,Low,1
17349,North America,Sport-100,Moderate,1
17351,Pacific,Sport-100,Moderate,1
17364,North America,Sport-100,High,1
17365,North America,Sport-100,High,1
17371,North America,Sport-100,Moderate,1
17373,North America,Sport-100,Moderate,1
17378,North America,Sport-100,Moderate,1
17398,North America,Sport-100,High,1
17421,North America,Sport-100,High,1
17425,North America,Sport-100,High,1
17448,North America,Sport-100,High,1
17451,North America,Sport-100,High,1
17453,North America,Sport-100,High,1
17458,North America,Sport-100,High,1
17460,North America,Sport-100,High,1
17471,North America,Sport-100,High,1
17474,North America,Sport-100,High,1
17482,North America,Sport-100,Moderate,1
16957,North America,Sport-100,Moderate,1
16994,North America,Sport-100,Moderate,1
17004,North America,Sport-100,High,1
17005,North America,Sport-100,High,1
17006,North America,Sport-100,High,1
17009,North America,Sport-100,High,1
17013,North America,Sport-100,High,1
17044,North America,Sport-100,High,1
17060,Pacific,Sport-100,High,1
17067,Pacific,Sport-100,Moderate,1
17090,Europe,Sport-100,Low,1
17093,Europe,Sport-100,Moderate,1
17097,Europe,Sport-100,Low,1
17100,Europe,Sport-100,Low,1
17103,Europe,Sport-100,Moderate,1
17106,Europe,Sport-100,Low,1
17110,Europe,Sport-100,Low,1
16832,North America,Sport-100,High,1
16836,North America,Sport-100,High,1
16843,North America,Sport-100,High,1
16844,North America,Sport-100,High,1
16847,North America,Sport-100,High,1
16849,North America,Sport-100,High,1
16850,North America,Sport-100,High,1
16851,North America,Sport-100,High,1
16862,North America,Sport-100,High,1
16864,North America,Sport-100,High,1
16865,North America,Sport-100,High,1
16866,North America,Sport-100,High,1
16869,North America,Sport-100,High,1
16876,North America,Sport-100,Moderate,1
16883,North America,Sport-100,High,1
16901,North America,Sport-100,High,1
16909,North America,Sport-100,High,1
16914,North America,Sport-100,High,1
16918,North America,Sport-100,Moderate,1
16922,North America,Sport-100,Moderate,1
16933,Europe,Sport-100,Low,1
16935,Europe,Sport-100,Low,1
16941,Europe,Sport-100,Low,1
16724,North America,Sport-100,Low,1
16749,North America,Sport-100,Low,1
16751,North America,Sport-100,Moderate,1
16770,North America,Sport-100,Moderate,1
16771,North America,Sport-100,Moderate,1
16772,North America,Sport-100,Moderate,1
16778,North America,Sport-100,Moderate,1
16787,North America,Sport-100,High,1
16790,North America,Sport-100,Moderate,1
16818,North America,Sport-100,High,1
16821,Europe,Sport-100,High,1
16822,Europe,Sport-100,High,1
16824,Europe,Sport-100,High,1
16828,Europe,Sport-100,High,1
16829,Europe,Sport-100,High,1
16719,North America,Sport-100,Moderate,1
16720,North America,Sport-100,Low,1
16480,Pacific,Sport-100,Low,1
16586,Europe,Sport-100,High,1
16587,Europe,Sport-100,High,1
16588,Europe,Sport-100,High,1
16589,Europe,Sport-100,High,1
16590,Europe,Sport-100,High,1
15872,North America,Sport-100,Moderate,1
15874,North America,Sport-100,High,1
15877,North America,Sport-100,High,1
15879,North America,Sport-100,High,1
15887,North America,Sport-100,Moderate,1
15889,North America,Sport-100,High,1
15891,North America,Sport-100,High,1
15906,North America,Sport-100,High,1
16603,Europe,Sport-100,High,1
16604,Europe,Sport-100,High,1
16605,Pacific,Sport-100,Moderate,1
16613,Pacific,Sport-100,High,1
16622,Pacific,Sport-100,High,1
16623,Pacific,Sport-100,High,1
16630,Pacific,Sport-100,High,1
16633,Pacific,Sport-100,High,1
16634,Pacific,Sport-100,High,1
16636,Pacific,Sport-100,High,1
16641,North America,Sport-100,High,1
16642,North America,Sport-100,High,1
16646,North America,Sport-100,High,1
16652,North America,Sport-100,Moderate,1
16655,North America,Sport-100,Moderate,1
16656,Pacific,Sport-100,High,1
16661,Pacific,Sport-100,High,1
16666,North America,Sport-100,High,1
16678,North America,Sport-100,High,1
16680,Pacific,Sport-100,High,1
16685,Pacific,Sport-100,Moderate,1
16689,Pacific,Sport-100,Moderate,1
16690,Pacific,Sport-100,High,1
16694,Pacific,Sport-100,Moderate,1
16711,Pacific,Sport-100,High,1
16714,North America,Sport-100,Low,1
16485,North America,Sport-100,Moderate,1
16487,Pacific,Sport-100,Low,1
16488,Pacific,Sport-100,Low,1
16492,Pacific,Sport-100,Moderate,1
16495,Pacific,Sport-100,High,1
16497,North America,Sport-100,Low,1
16498,North America,Sport-100,Low,1
16502,North America,Sport-100,Low,1
16505,North America,Sport-100,Low,1
16531,Europe,Sport-100,Low,1
16532,Europe,Sport-100,Low,1
16538,Europe,Sport-100,Low,1
16540,Europe,Sport-100,Low,1
16542,Europe,Sport-100,Low,1
16543,Europe,Sport-100,Low,1
16549,Europe,Sport-100,Low,1
16551,Europe,Sport-100,Low,1
16559,Europe,Sport-100,Low,1
16563,Europe,Sport-100,Low,1
16565,Europe,Sport-100,Moderate,1
16574,Europe,Sport-100,Low,1
16575,Europe,Sport-100,High,1
16576,Europe,Sport-100,High,1
16577,Europe,Sport-100,High,1
16578,Europe,Sport-100,High,1
16580,Europe,Sport-100,High,1
16387,Europe,Sport-100,Low,1
16392,Europe,Sport-100,Moderate,1
16393,Europe,Sport-100,Moderate,1
16397,Europe,Sport-100,Low,1
16401,Europe,Sport-100,Low,1
16428,Europe,Sport-100,Low,1
16429,Europe,Sport-100,Low,1
16436,Europe,Sport-100,Low,1
16443,Europe,Sport-100,Low,1
16448,Europe,Sport-100,Moderate,1
16452,Europe,Sport-100,Low,1
16456,Europe,Sport-100,Low,1
16460,Europe,Sport-100,Low,1
16464,Europe,Sport-100,Low,1
16468,Europe,Sport-100,Low,1
16475,Europe,Sport-100,Low,1
15805,Pacific,Sport-100,High,1
15814,North America,Sport-100,Moderate,1
15815,North America,Sport-100,Moderate,1
15823,Pacific,Sport-100,Moderate,1
15825,North America,Sport-100,Moderate,1
15835,North America,Sport-100,Moderate,1
15837,North America,Sport-100,Moderate,1
15842,North America,Sport-100,High,1
15844,North America,Sport-100,High,1
15848,North America,Sport-100,High,1
15863,North America,Sport-100,Moderate,1
15864,North America,Sport-100,Moderate,1
15787,Pacific,Sport-100,Moderate,1
15796,Pacific,Sport-100,High,1
15802,Pacific,Sport-100,High,1
15803,Pacific,Sport-100,High,1
15769,North America,Sport-100,High,1
15772,North America,Sport-100,High,1
15773,North America,Sport-100,High,1
15778,North America,Sport-100,High,1
15781,North America,Sport-100,High,1
16189,Europe,Sport-100,Low,1
16197,Europe,Sport-100,Low,1
16199,Europe,Sport-100,Moderate,1
16206,Europe,Sport-100,Moderate,1
16207,Europe,Sport-100,Moderate,1
16212,North America,Sport-100,Moderate,1
16213,North America,Sport-100,Moderate,1
16233,North America,Sport-100,High,1
16236,North America,Sport-100,Moderate,1
16239,North America,Sport-100,Moderate,1
16244,North America,Sport-100,High,1
16250,Europe,Sport-100,Moderate,1
16252,Europe,Sport-100,Low,1
16257,Europe,Sport-100,Low,1
16258,Europe,Sport-100,Low,1
16259,Europe,Sport-100,Low,1
16260,Europe,Sport-100,Low,1
16262,Europe,Sport-100,Moderate,1
16263,Europe,Sport-100,Moderate,1
16264,Europe,Sport-100,Low,1
16266,Europe,Sport-100,Low,1
16270,Europe,Sport-100,Low,1
16273,Europe,Sport-100,Low,1
16279,Europe,Sport-100,Low,1
16283,Europe,Sport-100,Low,1
16285,Europe,Sport-100,Moderate,1
16286,Europe,Sport-100,Moderate,1
16296,Europe,Sport-100,Low,1
16298,Europe,Sport-100,Moderate,1
16300,Europe,Sport-100,Low,1
16307,Europe,Sport-100,Moderate,1
16308,Europe,Sport-100,Moderate,1
16309,Europe,Sport-100,Moderate,1
16312,Europe,Sport-100,Low,1
16318,Europe,Sport-100,Low,1
16321,Europe,Sport-100,Low,1
16332,Pacific,Sport-100,Low,1
16336,North America,Sport-100,Moderate,1
16341,Pacific,Sport-100,Low,1
16348,Pacific,Sport-100,High,1
16367,North America,Sport-100,High,1
16368,North America,Sport-100,High,1
15923,Europe,Sport-100,High,1
15926,Europe,Sport-100,High,1
15929,Europe,Sport-100,High,1
15930,Europe,Sport-100,High,1
15933,Europe,Sport-100,High,1
15936,North America,Sport-100,High,1
15939,North America,Sport-100,High,1
15942,North America,Sport-100,High,1
15962,North America,Sport-100,High,1
15973,North America,Sport-100,Moderate,1
15977,North America,Sport-100,High,1
15983,North America,Sport-100,High,1
15986,North America,Sport-100,Moderate,1
15987,North America,Sport-100,Moderate,1
15999,North America,Sport-100,High,1
16000,North America,Sport-100,High,1
16011,North America,Sport-100,High,1
16016,Pacific,Sport-100,Low,1
16022,North America,Sport-100,Moderate,1
16023,Pacific,Sport-100,Low,1
16025,Pacific,Sport-100,Low,1
16028,Pacific,Sport-100,Low,1
16029,Pacific,Sport-100,Low,1
16043,Europe,Sport-100,Low,1
16049,Europe,Sport-100,Low,1
16054,Europe,Sport-100,Low,1
16066,North America,Sport-100,Moderate,1
16070,North America,Sport-100,Moderate,1
16071,North America,Sport-100,Moderate,1
16073,North America,Sport-100,Moderate,1
16077,North America,Sport-100,High,1
16085,North America,Sport-100,Moderate,1
16087,North America,Sport-100,High,1
16089,North America,Sport-100,Moderate,1
16090,North America,Sport-100,Moderate,1
16097,North America,Sport-100,Moderate,1
16098,North America,Sport-100,High,1
16099,North America,Sport-100,High,1
16100,North America,Sport-100,High,1
16105,North America,Sport-100,High,1
16113,North America,Sport-100,High,1
16117,North America,Sport-100,Moderate,1
16124,North America,Sport-100,Moderate,1
16130,North America,Sport-100,Moderate,1
16133,North America,Sport-100,Moderate,1
16139,North America,Sport-100,Moderate,1
16141,North America,Sport-100,Moderate,1
16144,North America,Sport-100,High,1
16146,North America,Sport-100,High,1
16151,North America,Sport-100,Moderate,1
16152,North America,Sport-100,High,1
16153,North America,Sport-100,High,1
16161,Pacific,Sport-100,Moderate,1
16162,Pacific,Sport-100,High,1
16167,Pacific,Sport-100,High,1
16169,Pacific,Sport-100,High,1
16172,Pacific,Sport-100,High,1
16175,Pacific,Sport-100,Moderate,1
16176,Pacific,Sport-100,High,1
16177,Pacific,Sport-100,High,1
16178,Pacific,Sport-100,High,1
16181,Pacific,Sport-100,High,1
16184,Pacific,Sport-100,Moderate,1
15695,Europe,Sport-100,High,1
15699,Europe,Sport-100,High,1
15701,Europe,Sport-100,High,1
15702,Europe,Sport-100,High,1
15710,Europe,Sport-100,High,1
15711,Europe,Sport-100,High,1
15714,Europe,Sport-100,High,1
15716,Pacific,Sport-100,High,1
15718,Pacific,Sport-100,High,1
15720,Pacific,Sport-100,High,1
15721,Pacific,Sport-100,High,1
15723,Pacific,Sport-100,High,1
15725,Pacific,Sport-100,High,1
15727,Pacific,Sport-100,High,1
15728,Pacific,Sport-100,High,1
15730,Pacific,Sport-100,High,1
15731,Pacific,Sport-100,High,1
15733,Pacific,Sport-100,High,1
15735,Pacific,Sport-100,High,1
15736,North America,Sport-100,High,1
